,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,present_prize
3696,Maruti,2018,231999,20000,Petrol,Individual,Manual,First Owner,312944
3697,Chevrolet,2011,150000,60000,Petrol,Individual,Manual,Third Owner,180000
3698,Hyundai,2017,495000,5000,Petrol,Individual,Manual,First Owner,856827
3699,Maruti,2014,700000,15000,Petrol,Individual,Manual,First Owner,929617
3700,Datsun,2018,400000,4400,Petrol,Individual,Manual,Second Owner,498240
3701,Mahindra,2019,599000,15000,Diesel,Individual,Manual,Third Owner,787517
3702,Renault,2013,421000,45000,Diesel,Individual,Manual,First Owner,587046
3703,Ford,2018,841000,1000,Diesel,Individual,Manual,First Owner,1332470
3704,Hyundai,2014,295000,38500,Petrol,Individual,Manual,First Owner,354000
3705,Hyundai,2011,220000,25000,Petrol,Individual,Manual,First Owner,338126
3706,Ford,2013,250000,35000,Diesel,Individual,Manual,First Owner,434930
3707,Toyota,2009,1100000,110000,Diesel,Individual,Manual,Second Owner,1816065
3708,Hyundai,2012,300000,40000,Petrol,Individual,Manual,First Owner,496714
3709,Chevrolet,2007,80000,110000,Petrol,Individual,Manual,Second Owner,96000
3710,Chevrolet,2013,215000,20000,Diesel,Individual,Manual,Third Owner,319094
3711,Hyundai,2012,245000,14987,Petrol,Dealer,Manual,First Owner,299364
3712,Ford,2016,650000,25061,Diesel,Dealer,Manual,First Owner,1053934
3713,Ford,2017,760000,42494,Diesel,Dealer,Manual,First Owner,1170913
3714,Honda,2014,395000,44875,Diesel,Dealer,Manual,First Owner,488680
3715,Ford,2014,280000,89741,Diesel,Dealer,Manual,Second Owner,336000
3716,Honda,2016,495000,65000,Diesel,Dealer,Manual,First Owner,808046
3717,Honda,2016,525000,35000,Diesel,Dealer,Manual,First Owner,631934
3718,Toyota,2009,420000,347089,Diesel,Dealer,Manual,First Owner,458696
3719,Tata,2010,210000,34500,Diesel,Individual,Manual,First Owner,252000
3720,Hyundai,2018,650000,30000,Petrol,Individual,Manual,First Owner,964893
3721,BMW,2018,2300000,39000,Diesel,Individual,Automatic,First Owner,3986199
3722,Ford,2019,525000,16000,Diesel,Individual,Manual,First Owner,664659
3723,Maruti,2010,195000,80000,CNG,Individual,Manual,Second Owner,286517
3724,Maruti,2016,650000,60000,Diesel,Individual,Manual,First Owner,1003775
3725,Mahindra,2015,540000,110000,Diesel,Individual,Manual,First Owner,795820
3726,Maruti,2014,180000,61000,Petrol,Individual,Manual,First Owner,227923
3727,Mahindra,2017,750000,29000,Diesel,Individual,Manual,First Owner,1253416
3728,Maruti,2018,980000,50000,Diesel,Individual,Manual,First Owner,1600527
3729,Fiat,2014,250000,90000,Diesel,Individual,Manual,First Owner,365700
3730,Hyundai,2018,550000,35000,Petrol,Individual,Automatic,First Owner,772144
3731,Volkswagen,2015,509999,43000,Petrol,Individual,Manual,Second Owner,597925
3732,Maruti,2017,320000,50000,Petrol,Individual,Manual,First Owner,390246
3733,Hyundai,2016,275000,25000,Petrol,Individual,Manual,First Owner,330000
3734,Mahindra,2013,550000,222252,Diesel,Individual,Manual,First Owner,923910
3735,Maruti,2009,145000,50000,Petrol,Individual,Manual,Second Owner,214259
3736,Fiat,2013,250000,80000,Diesel,Individual,Manual,First Owner,417119
3737,Hyundai,2012,520000,35000,Diesel,Individual,Manual,First Owner,905124
3738,Maruti,2007,95000,85000,Petrol,Individual,Manual,Second Owner,114000
3739,Toyota,2011,725000,110000,Diesel,Individual,Manual,Third Owner,1010730
3740,Maruti,2006,55000,70000,Petrol,Individual,Manual,Second Owner,73688
3741,Honda,2014,600000,100000,Diesel,Individual,Manual,First Owner,992059
3742,Volkswagen,2013,330000,120000,Diesel,Individual,Manual,Second Owner,336409
3743,Maruti,2015,470000,89000,Diesel,Individual,Manual,First Owner,759580
3744,Maruti,2013,365000,120000,Diesel,Individual,Manual,First Owner,511628
3745,Hyundai,2013,250000,40000,Petrol,Individual,Manual,Second Owner,300000
3746,Maruti,2017,430000,17000,Petrol,Individual,Manual,First Owner,521311
3747,Maruti,2013,400000,125000,Diesel,Individual,Manual,Second Owner,650767
3748,Maruti,2015,615000,110000,Petrol,Individual,Manual,Second Owner,873767
3749,Ford,2011,150000,120000,Diesel,Individual,Manual,Second Owner,180000
3750,Ford,2014,240000,90000,Diesel,Individual,Manual,First Owner,265246
3751,Mahindra,2014,800000,90000,Diesel,Individual,Manual,First Owner,1302744
3752,Hyundai,2015,240000,110000,LPG,Individual,Manual,First Owner,369735
3753,Ford,2014,600000,87000,Diesel,Individual,Manual,Second Owner,821919
3754,Mahindra,2014,800000,15000,Diesel,Individual,Manual,First Owner,1167932
3755,Hyundai,2015,160000,70000,Petrol,Individual,Manual,First Owner,189972
3756,Ford,2012,350000,38000,Petrol,Individual,Manual,First Owner,591817
3757,Honda,2011,300000,64000,Petrol,Individual,Manual,Second Owner,428892
3758,Tata,2015,399000,55250,Diesel,Individual,Manual,First Owner,473439
3759,Mahindra,2011,300000,110000,Diesel,Individual,Manual,First Owner,495989
3760,Maruti,2012,150000,70000,Petrol,Individual,Automatic,First Owner,199843
3761,Chevrolet,2010,320000,60000,Diesel,Individual,Manual,Third Owner,471785
3762,Tata,2018,1280000,17000,Diesel,Individual,Manual,First Owner,2091862
3763,Renault,2017,300000,13000,Petrol,Individual,Manual,Second Owner,455986
3764,Nissan,2016,1000000,60000,Diesel,Individual,Manual,First Owner,1463088
3765,Mitsubishi,2012,1090000,120000,Diesel,Individual,Manual,Second Owner,1897787
3766,Tata,2012,450000,97000,Diesel,Individual,Manual,Second Owner,778031
3767,Tata,2007,60000,130000,Petrol,Individual,Manual,Second Owner,72000
3768,Maruti,2013,500000,50000,Petrol,Individual,Manual,First Owner,636273
3769,Tata,2012,200000,120000,Diesel,Individual,Manual,Second Owner,329987
3770,Ford,2015,650000,68000,Diesel,Individual,Manual,First Owner,1060656
3771,Maruti,2006,60000,100000,Petrol,Individual,Manual,Second Owner,72000
3772,Maruti,2013,250999,80000,Diesel,Individual,Manual,First Owner,398839
3773,Hyundai,2012,185000,67000,CNG,Dealer,Manual,Second Owner,222000
3774,Maruti,2015,155000,60000,Petrol,Individual,Manual,First Owner,186000
3775,Maruti,2019,600000,5000,Petrol,Individual,Manual,First Owner,1048089
3776,Renault,2016,300000,20000,Petrol,Individual,Manual,First Owner,360637
3777,Hyundai,2018,850000,12500,Petrol,Individual,Manual,First Owner,1275893
3778,Maruti,2019,470000,4000,CNG,Individual,Manual,First Owner,555705
3779,Ford,2019,600000,25000,Petrol,Individual,Manual,First Owner,794700
3780,Toyota,2013,700000,70000,Diesel,Individual,Manual,Second Owner,1156740
3781,Maruti,2007,70000,162000,LPG,Individual,Manual,First Owner,84000
3782,Toyota,2010,1250000,205000,Diesel,Individual,Manual,Second Owner,1947806
3783,Audi,2008,650000,70000,Petrol,Individual,Automatic,Third Owner,865667
3784,Hyundai,2018,450000,70000,Diesel,Individual,Manual,Second Owner,513427
3785,Mahindra,2014,750000,100000,Diesel,Individual,Manual,Second Owner,1310935
3786,Toyota,2013,775000,70000,Diesel,Individual,Manual,Second Owner,1259129
3787,Hyundai,2011,800000,220000,Diesel,Individual,Manual,First Owner,1368788
3788,Honda,2015,360000,80000,Petrol,Individual,Manual,Second Owner,565037
3789,Toyota,2010,250000,120000,Diesel,Individual,Manual,First Owner,372100
3790,Jeep,2017,1490000,22038,Diesel,Individual,Manual,First Owner,2316614
3791,Nissan,2013,600000,80000,Diesel,Individual,Manual,First Owner,973635
3792,Maruti,2010,120000,90000,Petrol,Individual,Manual,First Owner,156404
3793,Tata,2012,320000,140000,Diesel,Individual,Manual,Second Owner,384000
3794,Mahindra,2011,400000,120000,Diesel,Individual,Manual,Second Owner,437386
3795,Maruti,2015,302000,60000,Diesel,Individual,Manual,First Owner,493929
3796,Chevrolet,2011,130000,80000,Diesel,Individual,Manual,Second Owner,198622
3797,Maruti,2014,150000,60000,Petrol,Individual,Manual,Second Owner,180000
3798,Tata,2012,200000,90000,Diesel,Individual,Manual,Second Owner,203404
3799,Toyota,2012,950000,80000,Diesel,Individual,Manual,First Owner,1431533
3800,Maruti,2008,120000,175000,Diesel,Individual,Manual,Second Owner,144000
3801,Mahindra,2019,1400000,10000,Diesel,Individual,Manual,First Owner,2175826
3802,Hyundai,2017,620000,65000,Petrol,Individual,Manual,First Owner,802118
3803,Toyota,2012,449000,90000,Diesel,Individual,Manual,First Owner,604790
3804,Maruti,2007,100000,70000,Petrol,Individual,Manual,First Owner,120000
3805,Hyundai,2018,600000,2500,Petrol,Individual,Manual,First Owner,1008320
3806,Honda,2016,700000,35000,Diesel,Individual,Manual,First Owner,1196959
3807,Chevrolet,2012,250000,40000,Diesel,Individual,Manual,First Owner,333291
3808,Maruti,2018,550000,63000,Petrol,Individual,Manual,First Owner,909531
3809,Skoda,2013,675000,88000,Diesel,Dealer,Automatic,First Owner,934159
3810,Nissan,2015,530000,55000,Diesel,Dealer,Manual,First Owner,831350
3811,Chevrolet,2014,325000,71014,Diesel,Dealer,Manual,First Owner,387852
3812,Renault,2015,370000,60000,Diesel,Dealer,Manual,First Owner,477418
3813,Skoda,2014,360000,70000,Diesel,Individual,Manual,First Owner,574980
3814,Skoda,2012,650000,60000,Petrol,Dealer,Automatic,First Owner,883364
3815,Ford,2012,199000,92000,Diesel,Dealer,Manual,Third Owner,215417
3816,Mahindra,2014,285000,89126,Diesel,Individual,Manual,First Owner,464946
3817,Volkswagen,2009,260000,134000,Diesel,Individual,Automatic,First Owner,312702
3818,Maruti,2019,869999,15000,Petrol,Dealer,Automatic,First Owner,1329647
3819,Hyundai,2016,425000,42500,Diesel,Dealer,Manual,First Owner,447479
3820,Chevrolet,2012,490000,42000,Diesel,Dealer,Automatic,First Owner,741739
3821,Mahindra,2015,750000,70000,Diesel,Individual,Automatic,Second Owner,1216171
3822,Honda,2004,125000,110000,Petrol,Individual,Manual,Third Owner,150000
3823,Fiat,2014,221000,131365,Diesel,Individual,Manual,First Owner,377493
3824,Volkswagen,2016,724000,48980,Diesel,Dealer,Automatic,First Owner,976486
3825,Honda,2014,440000,46000,Petrol,Dealer,Automatic,First Owner,661247
3826,Chevrolet,2009,70000,60000,Petrol,Individual,Manual,Third Owner,84000
3827,Maruti,2015,511000,58000,Diesel,Dealer,Manual,First Owner,695546
3828,Maruti,2016,790000,22000,Diesel,Dealer,Manual,First Owner,1149716
3829,Hyundai,2017,640000,37000,Petrol,Individual,Manual,First Owner,934090
3830,Hyundai,2009,120000,70000,Petrol,Individual,Manual,Fourth & Above Owner,175089
3831,Chevrolet,2012,126000,98900,Diesel,Individual,Manual,Third Owner,200845
3832,Chevrolet,2012,120000,125000,Diesel,Individual,Manual,First Owner,171911
3833,Mahindra,2017,650000,60000,Diesel,Individual,Manual,First Owner,897420
3834,Hyundai,2014,450000,80000,Petrol,Individual,Manual,Second Owner,657955
3835,Maruti,2010,110000,80000,CNG,Individual,Manual,Fourth & Above Owner,136131
3836,Mahindra,2017,600000,40000,Diesel,Individual,Manual,First Owner,890875
3837,Mahindra,2012,620000,80000,Diesel,Individual,Manual,Second Owner,1074089
3838,Ford,2014,600000,30000,Diesel,Individual,Manual,First Owner,986131
3839,Mahindra,2018,795000,35000,Diesel,Individual,Manual,First Owner,1390148
3840,Tata,2011,300000,180000,Diesel,Individual,Manual,Third Owner,360000
3841,Renault,2015,495000,60000,Diesel,Individual,Manual,First Owner,668475
3842,Audi,2013,1580000,86000,Diesel,Dealer,Automatic,First Owner,2469784
3843,Audi,2015,1750000,127643,Diesel,Dealer,Automatic,First Owner,3047433
3844,Tata,2018,1350000,34000,Diesel,Individual,Automatic,First Owner,2177479
3845,Mahindra,2014,350000,145000,Diesel,Individual,Manual,First Owner,562785
3846,Datsun,2018,300000,25000,Petrol,Individual,Automatic,First Owner,486426
3847,Tata,2018,400000,54000,Petrol,Dealer,Manual,Second Owner,480650
3848,Audi,2014,1750000,102354,Diesel,Dealer,Automatic,First Owner,2962732
3849,Maruti,1999,70000,70000,Petrol,Individual,Manual,Fourth & Above Owner,122405
3850,Nissan,2018,500000,70000,Diesel,Individual,Manual,First Owner,824928
3851,Audi,2017,2575000,36000,Diesel,Dealer,Automatic,First Owner,4280101
3852,Honda,2014,345000,58000,Petrol,Dealer,Manual,First Owner,424386
3853,Tata,2013,220000,100000,Diesel,Individual,Manual,First Owner,250261
3854,Audi,2014,1850000,62237,Petrol,Dealer,Automatic,First Owner,3012062
3855,Hyundai,2005,114999,90000,Petrol,Dealer,Manual,Second Owner,137998
3856,Maruti,1999,50000,100000,Petrol,Individual,Manual,Second Owner,60000
3857,Honda,2017,585000,14000,Petrol,Dealer,Manual,First Owner,927464
3858,Ford,2018,950000,21394,Diesel,Dealer,Manual,First Owner,1432365
3859,Maruti,2018,625000,13800,Petrol,Individual,Automatic,First Owner,998597
3860,Hyundai,2017,1035000,23000,Petrol,Dealer,Automatic,First Owner,1778377
3861,Datsun,2015,310000,32686,Petrol,Dealer,Manual,First Owner,372000
3862,Mahindra,2017,600000,99700,Diesel,Individual,Manual,First Owner,904242
3863,Toyota,2019,3100000,5000,Diesel,Individual,Automatic,First Owner,5287953
3864,Honda,2014,650000,49654,Diesel,Dealer,Manual,First Owner,976938
3865,Hyundai,2016,550000,45457,Petrol,Dealer,Manual,First Owner,692767
3866,Hyundai,2017,1260000,39221,Diesel,Dealer,Manual,First Owner,1915070
3867,Hyundai,2016,660000,48220,Petrol,Dealer,Manual,First Owner,965153
3868,Hyundai,2017,700000,11114,Petrol,Dealer,Manual,First Owner,956351
3869,Hyundai,2008,235000,60208,Diesel,Dealer,Manual,First Owner,266972
3870,Volkswagen,2013,475000,80000,Diesel,Dealer,Manual,First Owner,634238
3871,Mercedes-Benz,2008,795000,98600,Diesel,Dealer,Automatic,First Owner,1125981
3872,Audi,2016,8900000,13000,Petrol,Dealer,Automatic,First Owner,15389181
3873,Audi,2015,3200000,30000,Diesel,Dealer,Automatic,First Owner,5512806
3874,MG,2019,1860000,18000,Petrol,Dealer,Automatic,First Owner,2990385
3875,Land,2010,4200000,100000,Diesel,Dealer,Automatic,First Owner,7345216
3876,Honda,2015,850000,58000,Petrol,Dealer,Automatic,First Owner,1292908
3877,Mahindra,2017,585000,85441,Diesel,Dealer,Manual,First Owner,742738
3878,Mahindra,2015,380000,64541,Diesel,Dealer,Manual,First Owner,444054
3879,Maruti,2019,650000,35000,Diesel,Individual,Manual,First Owner,913083
3880,Maruti,2018,600000,30000,Petrol,Individual,Manual,First Owner,1042171
3881,Nissan,2017,434999,16267,Petrol,Dealer,Manual,First Owner,703210
3882,Volkswagen,2013,525000,71500,Diesel,Dealer,Manual,First Owner,665968
3883,BMW,2019,4800000,12999,Diesel,Dealer,Automatic,First Owner,8239453
3884,Chevrolet,2008,160000,80000,Petrol,Individual,Manual,First Owner,218143
3885,Maruti,2007,160000,90000,Petrol,Individual,Manual,Second Owner,236593
3886,Chevrolet,2012,125000,28000,Petrol,Individual,Manual,First Owner,150000
3887,Mahindra,2015,430000,200000,Diesel,Individual,Manual,First Owner,625293
3888,Hyundai,2017,900000,14700,Petrol,Individual,Manual,First Owner,1371156
3889,Maruti,2000,61000,90000,Petrol,Individual,Manual,Second Owner,73200
3890,Maruti,2017,400000,50000,Petrol,Individual,Manual,First Owner,404566
3891,Hyundai,2009,150000,100000,Petrol,Individual,Manual,Second Owner,187349
3892,Volkswagen,2019,950000,24000,Petrol,Individual,Automatic,First Owner,1410145
3893,Tata,2013,220000,100000,Diesel,Individual,Manual,First Owner,333240
3894,Hyundai,2007,110000,90000,Petrol,Individual,Manual,First Owner,132000
3895,Tata,2015,375000,30000,Petrol,Individual,Manual,First Owner,389903
3896,Datsun,2017,350000,80000,Petrol,Individual,Manual,First Owner,518499
3897,Hyundai,2012,310000,92686,Diesel,Dealer,Manual,Second Owner,381141
3898,Tata,2010,90000,300000,Petrol,Individual,Manual,Third Owner,108000
3899,Volkswagen,2011,350000,90000,Petrol,Individual,Manual,Second Owner,363956
3900,Hyundai,2003,100000,60000,Petrol,Individual,Manual,First Owner,120000
3901,Mahindra,2017,1300000,40000,Diesel,Individual,Automatic,First Owner,2194776
3902,Maruti,2004,70000,90000,Petrol,Individual,Manual,Fourth & Above Owner,84000
3903,Chevrolet,2013,225000,80000,Diesel,Individual,Manual,First Owner,285307
3904,Honda,2002,145000,100000,Petrol,Individual,Manual,First Owner,174000
3905,Ford,2018,930000,20000,Diesel,Individual,Manual,First Owner,1507713
3906,Maruti,2019,550000,51000,Petrol,Individual,Manual,First Owner,845518
3907,Maruti,2008,85000,120000,Petrol,Individual,Manual,Second Owner,102000
3908,Hyundai,2014,280000,55000,Petrol,Individual,Manual,First Owner,365977
3909,Hyundai,2018,360000,6000,Petrol,Individual,Manual,First Owner,613329
3910,Maruti,2011,150000,40000,Petrol,Individual,Manual,Second Owner,180000
3911,Skoda,2017,900000,15000,Petrol,Individual,Automatic,First Owner,1305889
3912,Ambassador,2005,120000,50000,Diesel,Individual,Manual,Second Owner,144000
3913,Fiat,2010,215000,90000,Petrol,Individual,Manual,Second Owner,257871
3914,Renault,2013,550000,38500,Diesel,Individual,Manual,First Owner,931328
3915,Tata,2018,775000,35000,Petrol,Individual,Manual,First Owner,1267883
3916,Maruti,2001,409999,49359,Petrol,Individual,Manual,Third Owner,695938
3917,Maruti,2005,65000,70000,Petrol,Individual,Manual,Second Owner,78000
3918,Maruti,2008,200000,90000,Petrol,Individual,Manual,Second Owner,240000
3919,Maruti,2010,240000,50000,Petrol,Individual,Manual,Second Owner,288000
3920,Toyota,2012,800000,108731,Diesel,Individual,Manual,First Owner,1306636
3921,Toyota,2010,400000,120000,Diesel,Individual,Manual,First Owner,444505
3922,Tata,2016,500000,60000,Diesel,Individual,Manual,First Owner,675689
3923,Mahindra,2007,150000,90000,Diesel,Individual,Manual,Third Owner,172250
3924,Toyota,2014,500000,140000,Diesel,Individual,Manual,Second Owner,642517
3925,Hyundai,2014,320000,80000,Petrol,Individual,Manual,First Owner,388001
3926,Nissan,2013,300000,90000,Diesel,Individual,Manual,First Owner,496002
3927,Renault,2017,650000,40000,Diesel,Individual,Manual,First Owner,918234
3928,Maruti,2018,285000,14000,Petrol,Individual,Manual,First Owner,342000
3929,Tata,2012,360000,70000,Diesel,Individual,Manual,Second Owner,495525
3930,Honda,2009,450000,55000,Petrol,Individual,Manual,Second Owner,549170
3931,Maruti,2011,175000,60000,Petrol,Individual,Manual,Third Owner,210000
3932,Chevrolet,2011,350000,74000,Diesel,Individual,Manual,Second Owner,486870
3933,Ford,2020,530000,45000,Diesel,Dealer,Manual,First Owner,786536
3934,Honda,2017,1025000,38000,Diesel,Dealer,Manual,First Owner,1676102
3935,Honda,2017,950000,24000,Diesel,Dealer,Manual,First Owner,1445191
3936,Honda,2017,725000,29976,Petrol,Dealer,Manual,First Owner,1247428
3937,Honda,2017,919999,41000,Petrol,Dealer,Manual,First Owner,1464081
3938,Honda,2018,700000,15000,Diesel,Dealer,Manual,First Owner,1015251
3939,Honda,2017,725000,36000,Diesel,Dealer,Manual,First Owner,1217667
3940,Honda,2017,840000,30646,Petrol,Dealer,Manual,First Owner,1265505
3941,Maruti,2015,365000,23600,Petrol,Dealer,Manual,First Owner,488864
3942,Honda,2014,665000,71318,Diesel,Dealer,Manual,First Owner,1024727
3943,Maruti,2003,50000,78098,Petrol,Individual,Manual,First Owner,63410
